Part 1 of 2, 9.00 ,,,,,,,,
Student ID,Program,Acad Plan,First Name,Middle,Last,Campus,User,Email ID,Proj Level
7941489,UMA10,SYDE,Ronald,Shawn,Fuller,UW,eolson,sfuller@zoonder.biz,2A
3119110,UMA10,SYDE,Sara,Diane,Allen,UW,rhart,dallen@twinder.biz,3B
5112050,UMA50,ME,Ernest,Kelly,Ryan,UW,jweaver,kryan@skalith.edu,4B
2024668,UMA50,MABAECOHC,Lisa,Sarah,Montgomery,UW,pgutierrez,smontgomery@rhynyx.com,2B
4152623,UMA50,MABAECOHC,Nancy,Marilyn,Freeman,UW,rarmstrong,mfreeman@wikizz.net,2B
1059166,UMA10,ME,Peter,Kenneth,Flores,UW,wwatson,kflores@mydo.name,4B
9763134,UMA50,SYDE,Frances,Randy,Hudson,UW,slewis,rhudson@dabz.com,3B
2872319,UMA50,CSBHC,Rebecca,Samuel,Mason,UW,sbennett,smason@tagchat.biz,3A
9123719,UMA50,SYDE,Tina,Julia,Spencer,UW,jcarr,jspencer@einti.biz,4A
1046157,UMA10,CSBHC,Kathryn,Steven,Banks,UW,dturner,sbanks@twimm.biz,2B
3996586,UMA50,CSBHC,Jeffrey,Timothy,Thompson,UW,wcook,tthompson@quaxo.biz,4B
2199543,UMA50,SYDE,Eugene,Paul,West,UW,carnold,pwest@twitterwire.net,2B
8459747,UMA10,SYDE,Anne,Randy,Lewis,UW,mwillis,rlewis@avaveo.name,1A
4066935,UMA10,SYDE,Helen,Maria,Robertson,UW,asnyder,mrobertson@realbridge.biz,1A
2168844,UMA50,ME,Jose,Sara,Olson,UW,rellis,solson@yombu.edu,1A
1280928,UMA10,MABAECOHC,Evelyn,Barbara,Davis,UW,egordon,bdavis@wikizz.net,2A
9851645,UMA50,MABAECOHC,Cynthia,Billy,Oliver,UW,llane,boliver@browsezoom.mil,1B
5605273,UMA10,CSBHC,Andrea,Sandra,Stephens,UW,wjohnston,sstephens@camido.mil,3A
8401876,UMA10,CSBHC,Amy,George,Hart,UW,lrichards,ghart@jetpulse.net,4A
1004773,UMA10,ME,Jack,Roy,Rice,UW,rgeorge,rrice@jabbersphere.info,2A
4772494,UMA50,CSBHC,Raymond,Terry,Grant,UW,slopez,tgrant@blognation.org,2A
9569227,UMA10,MABAECOHC,Russell,Christina,Wagner,UW,rgreene,cwagner@browsezoom.gov,2A
9105165,UMA10,MABAECOHC,David,Cheryl,Brown,UW,cwoods,cbrown@einti.mil,1A
2964463,UMA50,ME,Melissa,Catherine,Johnston,UW,hgray,cjohnston@zoombeat.edu,4B
4181059,UMA10,CSBHC,Samuel,Kathy,Rodriguez,UW,aford,krodriguez@realcube.net,3B
2200084,UMA50,ME,Mildred,Sharon,Hughes,UW,mday,shughes@zoomzone.mil,3A
3157298,UMA50,ME,Teresa,Johnny,Nelson,UW,bmendoza,jnelson@centizu.edu,4A
2674286,UMA50,SYDE,Albert,Dennis,Grant,UW,bhansen,dgrant@katz.net,3A
7018117,UMA10,ME,Mildred,Nicole,Olson,UW,rstanley,nolson@gigashots.name,1A
5947435,UMA10,ME,Martin,Philip,Little,UW,cowens,plittle@twitterworks.mil,2A
7404999,UMA10,MABAECOHC,Laura,Teresa,Hanson,UW,jmoore,thanson@skidoo.net,4B
2992226,UMA50,SYDE,Daniel,Cheryl,Murray,UW,gmitchell,cmurray@meemm.edu,1B
3003661,UMA10,ME,Charles,Arthur,Carr,UW,pbailey,acarr@mymm.edu,3A
8971736,UMA10,CSBHC,Joe,Judith,Warren,UW,mgriffin,jwarren@vimbo.info,3A
2565538,UMA10,MABAECOHC,Patrick,Joyce,Alvarez,UW,gtorres,jalvarez@zoonoodle.biz,4B
7354130,UMA50,SYDE,Susan,Alan,Gomez,UW,bwilson,agomez@flipstorm.biz,4A
2127780,UMA50,SYDE,Steven,Todd,Meyer,UW,jfox,tmeyer@talane.gov,2B
2854387,UMA50,CSBHC,Jessica,Terry,Davis,UW,alittle,tdavis@innojam.name,4A
4611253,UMA10,SYDE,James,Karen,Mills,UW,alewis,kmills@yakidoo.gov,4B
4678311,UMA10,CSBHC,Walter,Gregory,Reyes,UW,kanderson,greyes@zoomlounge.com,3A
4230325,UMA50,SYDE,Marie,Christine,Dunn,UW,rmitchell,cdunn@centimia.mil,1A
2034084,UMA50,MABAECOHC,Ann,Keith,Olson,UW,sramos,kolson@zoozzy.net,2A
1747484,UMA50,SYDE,Jeffrey,Jonathan,Richardson,UW,rkelly,jrichardson@vidoo.mil,4A
4696063,UMA50,ME,Martha,Justin,Robinson,UW,jgriffin,jrobinson@gigazoom.info,1B
4495910,UMA10,CSBHC,Judy,Gerald,Graham,UW,creed,ggraham@quinu.net,2B
5999924,UMA10,CSBHC,Julie,Larry,Hall,UW,ageorge,lhall@edgeify.net,4A
6075618,UMA50,ME,Anne,Virginia,Rogers,UW,jperkins,vrogers@layo.info,3A
4401855,UMA10,ME,Virginia,Earl,Gibson,UW,bandrews,egibson@vitz.name,3A
4330438,UMA10,SYDE,Anne,Carolyn,Ryan,UW,acarr,cryan@avamba.info,1B
4136733,UMA50,CSBHC,Margaret,Justin,Wheeler,UW,jwilson,jwheeler@aimbo.biz,3B
9727293,UMA50,SYDE,Cynthia,John,Peterson,UW,cgrant,jpeterson@oyoba.info,2A
9164349,UMA50,ME,Mildred,Christopher,Moore,UW,jmurphy,cmoore@leenti.name,2B
4791161,UMA50,SYDE,Jose,Theresa,Garza,UW,jfreeman,tgarza@cogibox.biz,2B
5759363,UMA50,SYDE,Betty,Antonio,Watkins,UW,rburns,awatkins@jamia.biz,2B
5244433,UMA50,SYDE,Kathleen,Nicholas,Burton,UW,adavis,nburton@oba.org,2A
9632673,UMA50,CSBHC,Victor,Fred,Simpson,UW,abell,fsimpson@skinder.biz,2B
9529203,UMA50,ME,Marilyn,Anthony,Riley,UW,ethompson,ariley@vipe.org,1B
9442607,UMA50,CSBHC,Kimberly,Donna,Phillips,UW,jholmes,dphillips@tambee.name,1A
1852090,UMA50,SYDE,Jason,Chris,Meyer,UW,dross,cmeyer@skyndu.gov,1B
9256317,UMA10,ME,Benjamin,Philip,Ford,UW,croberts,pford@jaloo.info,1B
3578348,UMA50,CSBHC,Doris,Douglas,Montgomery,UW,abradley,dmontgomery@aimbo.info,2A
6877893,UMA10,CSBHC,Judy,Arthur,Peterson,UW,hramirez,apeterson@skippad.biz,2B
6828390,UMA10,MABAECOHC,Jason,Lori,Sullivan,UW,pcampbell,lsullivan@demizz.biz,4B
5658783,UMA10,CSBHC,Justin,Helen,Lynch,UW,ehart,hlynch@realcube.name,4B
6298571,UMA10,MABAECOHC,Arthur,David,Hanson,UW,dford,dhanson@izio.org,4B
3629810,UMA10,CSBHC,Sarah,Robert,Oliver,UW,jramirez,roliver@kanoodle.name,2A
9227894,UMA50,MABAECOHC,Judith,Frances,Smith,UW,jfreeman,fsmith@riffwire.mil,3B
8920883,UMA10,MABAECOHC,Patricia,Elizabeth,Ortiz,UW,cgardner,eortiz@thoughtmix.com,3B
7500688,UMA10,MABAECOHC,Louise,Aaron,Mitchell,UW,jkelley,amitchell@livetube.edu,4A
5172088,UMA50,MABAECOHC,Mary,Carl,Anderson,UW,jsims,canderson@podcat.net,4A
6215534,UMA50,MABAECOHC,Kathryn,Evelyn,Spencer,UW,nandrews,espencer@trupe.edu,4B
1014607,UMA50,MABAECOHC,Jimmy,Ronald,Stanley,UW,swilliamson,rstanley@zava.net,1B
1191496,UMA50,ME,Harold,Juan,Lawrence,UW,mbutler,jlawrence@oodoo.mil,1B
7463529,UMA10,ME,Christopher,Judy,Smith,UW,dhart,jsmith@devbug.mil,2B
2473019,UMA50,SYDE,Lillian,Patrick,Medina,UW,afields,pmedina@kwinu.edu,4B
9279284,UMA50,MABAECOHC,Kenneth,Sean,Burton,UW,snelson,sburton@katz.mil,4B
5792082,UMA50,CSBHC,Wanda,Tina,Olson,UW,cdixon,tolson@shuffletag.info,2B
6021412,UMA50,ME,Dennis,Lawrence,Taylor,UW,swalker,ltaylor@meezzy.gov,4A
5990487,UMA50,MABAECOHC,Bonnie,Howard,Diaz,UW,ecarter,hdiaz@zoomzone.com,1A
8633262,UMA50,MABAECOHC,Marilyn,Sara,Turner,UW,gmills,sturner@voomm.org,4A
4949341,UMA50,MABAECOHC,Dorothy,Martha,Matthews,UW,marmstrong,mmatthews@photolist.net,3A
9692849,UMA10,SYDE,Lois,Virginia,Bradley,UW,tparker,vbradley@dazzlesphere.edu,2A
5621971,UMA50,ME,Deborah,Kathryn,Gonzalez,UW,bdixon,kgonzalez@voolith.net,4B
4523767,UMA10,ME,Marilyn,Carlos,Cruz,UW,cfranklin,ccruz@roomm.org,4A
3617679,UMA50,SYDE,Louise,Kenneth,Olson,UW,hcarroll,kolson@realmix.org,3B
8989814,UMA10,CSBHC,Elizabeth,Teresa,Fowler,UW,sgeorge,tfowler@centizu.name,3A
9332491,UMA50,SYDE,Elizabeth,Scott,Palmer,UW,rjenkins,spalmer@flashspan.org,2B
6836006,UMA50,SYDE,Ryan,Jason,Baker,UW,fbrooks,jbaker@vipe.edu,4B
8583738,UMA10,ME,Shawn,Robin,Fisher,UW,sbennett,rfisher@brainsphere.info,4B
5103464,UMA50,CSBHC,Bruce,Todd,Gutierrez,UW,jfreeman,tgutierrez@devbug.biz,3A
1172343,UMA10,SYDE,Anthony,Kevin,Rogers,UW,sbradley,krogers@topicshots.org,4B
2113696,UMA50,ME,Michael,Sara,Gray,UW,hmoreno,sgray@skibox.net,3A
6313260,UMA10,MABAECOHC,Richard,Teresa,Ramos,UW,jmitchell,tramos@skinte.name,3B
1690974,UMA50,MABAECOHC,Dennis,Kenneth,Mccoy,UW,mbutler,kmccoy@pixope.biz,3B
4242889,UMA10,CSBHC,Maria,Shawn,Kelley,UW,sdunn,skelley@brainfire.name,1B
9783779,UMA50,MABAECOHC,Laura,Jennifer,Woods,UW,tgordon,jwoods@ntags.mil,2B
3227219,UMA50,ME,Jacqueline,Wanda,Castillo,UW,jbennett,wcastillo@kare.org,3A
8657242,UMA50,CSBHC,Charles,Joan,Fowler,UW,ehenderson,jfowler@thoughtmix.biz,1A
2896191,UMA10,ME,Lillian,Ryan,Porter,UW,bsims,rporter@bluejam.net,2B
3854752,UMA10,ME,Carl,Christina,Harper,UW,bweaver,charper@jayo.gov,3B
3172282,UMA10,ME,Ruby,Jason,Gonzalez,UW,dpayne,jgonzalez@fadeo.info,1B
3975026,UMA50,SYDE,Roger,Janet,Mason,UW,jgarza,jmason@agivu.biz,1B
3900287,UMA50,SYDE,Stephanie,Irene,Berry,UW,cyoung,iberry@yamia.edu,1A
9243240,UMA10,ME,Amanda,Steven,Hansen,UW,bbrooks,shansen@mydeo.biz,1B
3873949,UMA50,CSBHC,James,Bobby,Perry,UW,pwilson,bperry@twinte.biz,1A
8981027,UMA50,ME,Ernest,Benjamin,Holmes,UW,jrobinson,bholmes@meetz.net,3B
9286416,UMA50,ME,Thomas,Jason,Hughes,UW,treid,jhughes@devbug.org,1A
2617830,UMA50,MABAECOHC,Helen,Matthew,Ward,UW,fharper,mward@eazzy.net,4B
6489347,UMA50,ME,Stephanie,Janet,Bowman,UW,sbutler,jbowman@tambee.edu,3A
4577344,UMA10,SYDE,Jonathan,Richard,Chapman,UW,colson,rchapman@voolia.edu,1B
4335198,UMA50,SYDE,Jacqueline,Wayne,Evans,UW,rharris,wevans@agimba.biz,2B
6454221,UMA10,CSBHC,Stephen,Sarah,Grant,UW,slee,sgrant@wikizz.edu,3A
9819270,UMA50,SYDE,Melissa,Christine,Myers,UW,ahowell,cmyers@tazz.info,1A
7893011,UMA10,ME,Daniel,Kathryn,Hughes,UW,dross,khughes@gabcube.name,3B
2635112,UMA50,ME,Bobby,Irene,Richardson,UW,eparker,irichardson@feedspan.edu,3B
9181612,UMA50,MABAECOHC,Patricia,Ryan,Mccoy,UW,ewagner,rmccoy@avamba.mil,4A
6290813,UMA50,ME,Tammy,Eugene,Howell,UW,estone,ehowell@flipbug.biz,3B
1085390,UMA50,SYDE,Shirley,Kimberly,Burton,UW,jlawrence,kburton@roombo.biz,4B
3039983,UMA50,CSBHC,Andrew,Jason,Reed,UW,tmorales,jreed@tagtune.gov,4B
7445276,UMA50,CSBHC,Robert,William,Jones,UW,aowens,wjones@mydo.name,2B
1494538,UMA50,MABAECOHC,Craig,Shawn,Rogers,UW,jgutierrez,srogers@fadeo.net,2A
8276638,UMA10,MABAECOHC,Jerry,Jose,Wallace,UW,aharris,jwallace@jetpulse.com,2B
9142383,UMA10,CSBHC,Craig,Tina,West,UW,mwilson,twest@rooxo.gov,1A
7433218,UMA50,MABAECOHC,Joseph,Kathleen,Williams,UW,bhoward,kwilliams@eayo.info,2B
1205186,UMA50,SYDE,Elizabeth,Brian,Black,UW,pmiller,bblack@wikizz.org,3A
4007358,UMA50,SYDE,Henry,Susan,Castillo,UW,jrobinson,scastillo@reallinks.info,4B
5885662,UMA10,CSBHC,Carl,Ashley,Greene,UW,wblack,agreene@dabfeed.info,1A
7403677,UMA50,SYDE,William,Joshua,Porter,UW,jdavis,jporter@youopia.com,4A
8638842,UMA10,SYDE,Cheryl,Diane,Spencer,UW,aking,dspencer@flipopia.edu,2A
1342699,UMA50,CSBHC,Douglas,Tammy,Kennedy,UW,wcampbell,tkennedy@ozu.edu,2B
5223951,UMA50,CSBHC,Elizabeth,Kimberly,Weaver,UW,bthompson,kweaver@feedfish.edu,3A
7598975,UMA50,CSBHC,Henry,Wayne,Day,UW,pandrews,wday@katz.gov,1B
7450774,UMA10,SYDE,Julia,Wanda,Gilbert,UW,mjenkins,wgilbert@edgewire.edu,3A
4262864,UMA50,CSBHC,Clarence,Ruth,Burke,UW,egray,rburke@yodoo.com,3A
1849460,UMA50,CSBHC,Michael,Maria,Watson,UW,acarr,mwatson@thoughtstorm.com,4A
5621163,UMA10,ME,Julie,Ernest,Hughes,UW,jolson,ehughes@realblab.edu,1A
8523702,UMA10,MABAECOHC,Joyce,Barbara,Coleman,UW,jburns,bcoleman@thoughtmix.mil,3B
9359294,UMA10,ME,Sara,Eugene,Russell,UW,ltucker,erussell@thoughtworks.biz,1B
8173826,UMA50,ME,Betty,Clarence,Morrison,UW,rblack,cmorrison@tagopia.biz,4B
2048159,UMA10,MABAECOHC,Joshua,Ernest,Little,UW,jhunter,elittle@yotz.edu,3B
3532684,UMA50,ME,Kathy,Ronald,Ward,UW,aowens,rward@twimm.info,2A
3519344,UMA50,SYDE,Janet,Timothy,Dunn,UW,rhudson,tdunn@dabshots.info,2A
3244528,UMA50,SYDE,Michelle,Lisa,Diaz,UW,rgilbert,ldiaz@shuffletag.biz,4B
8318246,UMA10,ME,Walter,Annie,Gilbert,UW,jparker,agilbert@trilia.com,3B
8643703,UMA10,ME,Linda,Rachel,Martinez,UW,jlopez,rmartinez@zoomcast.net,3B
6738666,UMA50,MABAECOHC,Andrew,Carl,Hawkins,UW,jhicks,chawkins@kanoodle.gov,1B
5444893,UMA50,CSBHC,Louise,Patrick,Clark,UW,alynch,pclark@twitternation.gov,4A
5920463,UMA50,CSBHC,Rachel,Louise,Stanley,UW,cromero,lstanley@quinu.gov,1B
3794585,UMA10,MABAECOHC,Evelyn,Frank,Sims,UW,wcoleman,fsims@wordtune.name,4B
2036136,UMA50,ME,Kimberly,Walter,Carroll,UW,gpayne,wcarroll@thoughtblab.biz,1B
9381400,UMA50,SYDE,Steve,Jerry,Gonzalez,UW,tcole,jgonzalez@centidel.gov,3B
8425595,UMA10,ME,Dorothy,Nancy,Webb,UW,bfowler,nwebb@youtags.biz,1B
2079622,UMA50,CSBHC,Randy,Ronald,Diaz,UW,jwallace,rdiaz@mycat.edu,2A
5220922,UMA50,ME,Benjamin,Michelle,Johnson,UW,howens,mjohnson@tavu.gov,3B
8430649,UMA10,MABAECOHC,Marilyn,Lawrence,Murphy,UW,jjames,lmurphy@eayo.com,4A
4987127,UMA10,ME,Kathleen,Justin,Wheeler,UW,tdixon,jwheeler@gabcube.edu,2A
5460725,UMA10,SYDE,Gerald,Scott,Freeman,UW,jjenkins,sfreeman@tagpad.info,4B
9358393,UMA50,ME,Diane,George,Morales,UW,jrogers,gmorales@oyope.mil,4B
6237240,UMA50,ME,Larry,Terry,Fields,UW,fcrawford,tfields@buzzbean.com,4A
3205289,UMA10,MABAECOHC,Albert,Julia,Jordan,UW,jlopez,jjordan@vinder.mil,2A
8377261,UMA50,MABAECOHC,Adam,Shirley,Austin,UW,rcampbell,saustin@riffpedia.com,4B
2955475,UMA10,SYDE,Steven,Cheryl,Duncan,UW,estevens,cduncan@pixonyx.biz,3A
8158213,UMA50,MABAECOHC,Denise,Wanda,Parker,UW,jschmidt,wparker@realmix.edu,3B
2469339,UMA10,CSBHC,Michelle,Willie,Ramos,UW,sfranklin,wramos@flashset.org,4A
8299675,UMA50,MABAECOHC,Patrick,Sarah,Mccoy,UW,bmatthews,smccoy@voomm.net,2A
9733995,UMA50,SYDE,Gloria,Bruce,Gonzales,UW,ccampbell,bgonzales@devpulse.org,4B
2437953,UMA50,SYDE,Margaret,Joe,Sims,UW,bmoore,jsims@devpoint.gov,1B
4434403,UMA50,CSBHC,Nancy,Shirley,Greene,UW,mwilliams,sgreene@leenti.name,4B
6201965,UMA50,MABAECOHC,Arthur,Russell,Lawson,UW,ggutierrez,rlawson@zazio.org,2A
5832100,UMA50,SYDE,Deborah,Maria,Henry,UW,tfox,mhenry@katz.gov,3B
3232801,UMA10,ME,Andrew,Ruby,Gilbert,UW,aknight,rgilbert@topicstorm.info,2A
9388987,UMA10,CSBHC,Paula,Victor,Ellis,UW,dreid,vellis@eimbee.com,1B
3698847,UMA50,CSBHC,Michael,Beverly,Cook,UW,jcollins,bcook@gigashots.org,3B
5433697,UMA10,SYDE,Kathryn,Barbara,Lawson,UW,cking,blawson@gigabox.edu,4B
3911049,UMA50,MABAECOHC,Doris,Katherine,Wallace,UW,jcook,kwallace@demizz.edu,1B
7601672,UMA10,CSBHC,Clarence,Tammy,Montgomery,UW,jcollins,tmontgomery@gabcube.name,2B
7690648,UMA50,CSBHC,Maria,Bonnie,Ellis,UW,dsimmons,bellis@gabspot.edu,1A
5983615,UMA10,CSBHC,Arthur,Paul,James,UW,hwarren,pjames@kare.mil,2B
3923637,UMA50,ME,Christina,Aaron,Kelley,UW,wroberts,akelley@kwilith.name,2B
7941705,UMA10,ME,Diana,Doris,Perez,UW,acampbell,dperez@pixoboo.info,3B
7595404,UMA50,ME,Laura,Eric,Watson,UW,wberry,ewatson@fivebridge.info,3B
1127018,UMA10,MABAECOHC,Rebecca,Walter,Mccoy,UW,bryan,wmccoy@ailane.mil,3A
9509516,UMA50,ME,Wayne,Randy,Gardner,UW,amoore,rgardner@innojam.net,4A
2322854,UMA10,ME,Sarah,Jerry,Mccoy,UW,cmartinez,jmccoy@tazzy.mil,1B
5687380,UMA10,MABAECOHC,Joseph,Helen,Green,UW,rmedina,hgreen@kwilith.info,1B
8826735,UMA10,SYDE,Brenda,Marilyn,Rivera,UW,ehoward,mrivera@vinder.org,2A
9066799,UMA50,SYDE,Ronald,Kelly,Murphy,UW,kfrazier,kmurphy@quatz.org,2A
9348175,UMA50,CSBHC,Adam,Nancy,Coleman,UW,rking,ncoleman@wikizz.edu,1B
4001776,UMA50,MABAECOHC,Scott,Tina,Cox,UW,jwilson,tcox@einti.net,2A
9595539,UMA10,ME,John,Joan,Wright,UW,gdunn,jwright@muxo.mil,2B
1651194,UMA10,CSBHC,Brian,Cheryl,Hernandez,UW,plawson,chernandez@tazzy.org,3A
5320669,UMA50,MABAECOHC,Karen,Henry,Allen,UW,jtorres,hallen@geba.net,1B
6620767,UMA10,CSBHC,Annie,Justin,Garcia,UW,rhamilton,jgarcia@skimia.net,3A
1384421,UMA10,SYDE,Emily,Sandra,Weaver,UW,smoore,sweaver@centimia.com,3B
9826062,UMA50,CSBHC,Angela,Judith,Warren,UW,hwilliamson,jwarren@realmix.gov,1A
8396280,UMA10,MABAECOHC,Jason,Janet,Morgan,UW,dbishop,jmorgan@oyonder.biz,4B
1643937,UMA10,MABAECOHC,Jesse,Keith,Carroll,UW,hwatson,kcarroll@flipbug.edu,4A
2573584,UMA50,CSBHC,Andrew,Bruce,Gordon,UW,wmorales,bgordon@realcube.net,2B
6258025,UMA50,MABAECOHC,Andrea,Jose,Wood,UW,jcooper,jwood@blogtag.com,3B
8280167,UMA10,ME,Charles,Elizabeth,Mason,UW,fchavez,emason@dynava.biz,2A
3335787,UMA10,MABAECOHC,Amy,Evelyn,Wright,UW,mharvey,ewright@quimm.net,3A
5096841,UMA50,SYDE,Rebecca,Judith,Gray,UW,wlawrence,jgray@eayo.edu,4B
1222905,UMA50,CSBHC,Elizabeth,Jimmy,Boyd,UW,kcarter,jboyd@jabbercube.info,4A
4574480,UMA50,CSBHC,Marilyn,Timothy,Gonzales,UW,khill,tgonzales@flashdog.edu,3B
9770552,UMA10,SYDE,Theresa,Kathleen,Romero,UW,lbennett,kromero@shuffletag.edu,1A
9127847,UMA10,ME,Doris,Kevin,Lewis,UW,bmason,klewis@miboo.net,3B
7068016,UMA10,ME,Willie,Gloria,Perez,UW,jgeorge,gperez@jaxworks.mil,1B
4185370,UMA50,MABAECOHC,Nicholas,Martha,Lane,UW,jpeters,mlane@kimia.info,2B
8238727,UMA50,CSBHC,Billy,Craig,Harvey,UW,afox,charvey@thoughtstorm.edu,1A
2684686,UMA50,ME,Benjamin,Marilyn,Adams,UW,jfreeman,madams@brainfire.com,2A
2359323,UMA50,CSBHC,Philip,Gregory,Perry,UW,rcastillo,gperry@oyonder.biz,4B
7424736,UMA50,MABAECOHC,Randy,Douglas,Mcdonald,UW,aprice,dmcdonald@skilith.net,4B
5018368,UMA50,CSBHC,Ralph,Katherine,Morrison,UW,cfisher,kmorrison@rhyloo.net,3A
4335804,UMA10,ME,Barbara,Johnny,Price,UW,jhowell,jprice@wordpedia.biz,4A
9973735,UMA50,MABAECOHC,Kimberly,Todd,Bradley,UW,lbailey,tbradley@devpulse.gov,2A
2271104,UMA10,MABAECOHC,Theresa,Joan,Stevens,UW,lmatthews,jstevens@myworks.biz,3B
6717598,UMA10,ME,Rachel,Bruce,Reynolds,UW,rstevens,breynolds@feedfire.edu,3A
2722281,UMA10,ME,Gary,Lisa,Austin,UW,jharvey,laustin@tagpad.edu,3B
3609681,UMA10,MABAECOHC,Samuel,Kathy,Flores,UW,cruiz,kflores@quatz.net,4B
5082351,UMA50,MABAECOHC,Maria,Gregory,Ryan,UW,fgomez,gryan@skinder.com,1A
1330819,UMA50,CSBHC,Lisa,Doris,Moreno,UW,acastillo,dmoreno@skinix.org,2B
6395384,UMA50,CSBHC,Theresa,Irene,Stanley,UW,hsimmons,istanley@skinte.gov,1A
9532237,UMA10,MABAECOHC,Lois,Scott,Carr,UW,vcruz,scarr@ailane.org,3A
2328400,UMA50,SYDE,Laura,Patrick,Bishop,UW,nflores,pbishop@skimia.gov,4B
1303272,UMA50,ME,Chris,Robin,Hawkins,UW,jnguyen,rhawkins@jetwire.mil,3B
4567023,UMA50,CSBHC,Harry,Sandra,Thompson,UW,rbradley,sthompson@feedbug.org,1A
8361558,UMA50,CSBHC,Thomas,Eugene,Reed,UW,dwright,ereed@trunyx.name,1B
2147500,UMA50,SYDE,Howard,Albert,Porter,UW,snichols,aporter@vinder.edu,2B
9745508,UMA50,CSBHC,Brandon,Louise,Price,UW,mrobertson,lprice@skinte.org,1B
1758914,UMA10,SYDE,Gary,Ernest,Woods,UW,sfernandez,ewoods@lazzy.name,2B
5814404,UMA10,ME,Heather,Gloria,Brooks,UW,cstone,gbrooks@tagfeed.mil,1A
2118143,UMA50,MABAECOHC,Larry,Ralph,Wood,UW,flane,rwood@feedbug.mil,4B
7961786,UMA10,ME,Jennifer,Kathryn,Harrison,UW,jduncan,kharrison@brainfire.org,4B
5408762,UMA10,CSBHC,Lawrence,David,Hudson,UW,dlane,dhudson@edgeblab.mil,1B
3945243,UMA10,ME,Daniel,Rebecca,Young,UW,hwilliamson,ryoung@bubblemix.com,4B
7423740,UMA50,MABAECOHC,Louise,Clarence,Reed,UW,dhernandez,creed@voonix.com,1A
9668118,UMA10,MABAECOHC,Kimberly,Ruby,Rodriguez,UW,bgarza,rrodriguez@pixoboo.org,3B
1414464,UMA50,CSBHC,Eugene,Sean,Banks,UW,ganderson,sbanks@meemm.net,2B
5725043,UMA10,MABAECOHC,Ernest,Wayne,Holmes,UW,cbennett,wholmes@jaxnation.gov,3A
1988739,UMA10,CSBHC,Carlos,Roger,Lee,UW,aboyd,rlee@bluezoom.name,4A
5364523,UMA10,SYDE,Ashley,Jacqueline,Evans,UW,rdiaz,jevans@brainbox.name,3B
7343462,UMA10,SYDE,Jennifer,John,Duncan,UW,kwatkins,jduncan@blognation.biz,1A
8585731,UMA10,SYDE,Jean,Tina,Parker,UW,chowell,tparker@voomm.edu,1B
1205343,UMA50,CSBHC,Gary,Gregory,Henry,UW,ahill,ghenry@eayo.gov,3B
8518844,UMA10,SYDE,Barbara,Phyllis,Hanson,UW,vgreene,phanson@reallinks.net,3A
8231199,UMA10,MABAECOHC,Barbara,Brian,Baker,UW,aknight,bbaker@fivechat.gov,4B
7220351,UMA10,SYDE,Kenneth,Ralph,Mitchell,UW,adiaz,rmitchell@photolist.name,2B
5226541,UMA50,CSBHC,Frank,Dorothy,Ortiz,UW,sgardner,dortiz@eare.org,4B
9799302,UMA10,MABAECOHC,Amy,Michael,Stanley,UW,cmason,mstanley@babbleopia.gov,3B
4483119,UMA10,CSBHC,Robin,Antonio,Daniels,UW,rreed,adaniels@avaveo.edu,1B
9713228,UMA10,CSBHC,Amy,Donald,Weaver,UW,ghudson,dweaver@dablist.mil,3A
9730585,UMA10,MABAECOHC,Benjamin,Jose,Reyes,UW,mkelley,jreyes@zoonder.com,4B
9674938,UMA10,ME,Jose,Christine,Watson,UW,tgriffin,cwatson@yamia.edu,2A
4838363,UMA50,ME,Ernest,Louise,Hill,UW,acole,lhill@gigazoom.gov,1B
9137127,UMA50,MABAECOHC,Roy,Earl,Harrison,UW,dbowman,eharrison@gabspot.gov,2B
3885477,UMA50,CSBHC,Rose,Johnny,Gutierrez,UW,sfuller,jgutierrez@youspan.info,4A
9677017,UMA50,CSBHC,Tina,Ronald,Allen,UW,pcole,rallen@meejo.info,1B
2912317,UMA10,MABAECOHC,Mary,Judith,Bell,UW,aphillips,jbell@roomm.info,3B
9303639,UMA10,ME,Jack,Lois,Fox,UW,bgray,lfox@oozz.name,4A
9758488,UMA50,CSBHC,Karen,Mark,Cunningham,UW,hgreen,mcunningham@mita.name,2A
4787586,UMA10,MABAECOHC,Judith,Jerry,Morrison,UW,emccoy,jmorrison@tagopia.net,3A
7102197,UMA10,CSBHC,Shirley,Terry,Mcdonald,UW,jwalker,tmcdonald@livetube.net,3B
7464446,UMA10,MABAECOHC,Phyllis,Anthony,Bennett,UW,eevans,abennett@eadel.org,2A
4144830,UMA50,MABAECOHC,Albert,Phyllis,Robertson,UW,dkelly,probertson@zoonder.gov,1B
5292485,UMA10,CSBHC,Helen,David,Elliott,UW,lwood,delliott@lajo.net,3A
1064561,UMA50,MABAECOHC,Kenneth,Lisa,Lewis,UW,hwoods,llewis@voonix.com,3A
5574184,UMA10,MABAECOHC,Henry,Rachel,Barnes,UW,cpatterson,rbarnes@meejo.mil,4A
2663807,UMA50,SYDE,Phillip,Ryan,Duncan,UW,ageorge,rduncan@eare.name,3B
9108582,UMA50,SYDE,Philip,Earl,Lopez,UW,cruiz,elopez@riffpath.info,1A
3237656,UMA50,CSBHC,Rose,Alan,Welch,UW,jsimpson,awelch@ainyx.com,2B
8486672,UMA50,ME,Bruce,Thomas,Gonzales,UW,lthomas,tgonzales@yotz.edu,4B
